word,lemma,lemma1,mor,mor2,inCDI,aoa,category,lexical_class
ernie,ernie,ernie,n,prop,FALSE,NA,NA,NA
mommy,mommy,mommy,n,prop,TRUE,16,people,other
bah,bah,bah,co,NA,FALSE,NA,NA,NA
bah,bah,bah,n,NA,FALSE,NA,NA,NA
bah,bah,bah,on,NA,FALSE,NA,NA,NA
hello,hello,hello,co,NA,TRUE,18,games_routines,other
hello,hello,hello,n,NA,TRUE,18,games_routines,other
huh,huh,huh,co,NA,FALSE,NA,NA,NA
ooh,ooh,ooh,v,NA,FALSE,NA,NA,NA
ooh,ooh,ooh,on,NA,FALSE,NA,NA,NA
two,two,two,det,num,FALSE,NA,NA,NA
wee,wee,wee,adj,NA,FALSE,NA,NA,NA
wee,wee,wee,v,NA,FALSE,NA,NA,NA
why,why,why,adv,int,TRUE,28,question_words,function_words
woo,woo,woo,co,NA,FALSE,NA,NA,NA
woo,woo,woo,v,NA,FALSE,NA,NA,NA
woo,woo,woo,on,NA,FALSE,NA,NA,NA
woo,woo,woo,chi,NA,FALSE,NA,NA,NA
ball,ball,ball,n,NA,TRUE,16,toys,nouns
ball,ball,ball,v,NA,TRUE,16,toys,nouns
bat,bat,bat,n,NA,TRUE,26,toys,nouns
bat,bat,bat,v,NA,TRUE,26,toys,nouns
one,one,one,pro,indef,FALSE,NA,NA,NA
one,one,one,det,num,FALSE,NA,NA,NA
tree,tree,tree,n,NA,TRUE,20,outside,nouns
water,water,water,n,NA,FALSE,NA,NA,NA
water,water,water,part,NA,FALSE,NA,NA,NA
water,water,water,v,NA,FALSE,NA,NA,NA
water,water,water,adj,NA,FALSE,NA,NA,NA
wow,wow,wow,co,NA,FALSE,NA,NA,NA
wow,wow,wow,on,NA,FALSE,NA,NA,NA
mama,mama,mama,n,prop,FALSE,NA,NA,NA
mama,mama,mama,adj,NA,FALSE,NA,NA,NA
a,a,a,det,art,TRUE,27,quantifiers,function_words
a,a,a,det,art,TRUE,NA,quantifiers,function_words
a,a,a,n,let,TRUE,27,quantifiers,function_words
a,a,a,n,let,TRUE,NA,quantifiers,function_words
a,a,a,on,NA,TRUE,27,quantifiers,function_words
a,a,a,on,NA,TRUE,NA,quantifiers,function_words
a,a,a,adv,NA,TRUE,27,quantifiers,function_words
a,a,a,adv,NA,TRUE,NA,quantifiers,function_words
a,a,a,sing,NA,TRUE,27,quantifiers,function_words
a,a,a,sing,NA,TRUE,NA,quantifiers,function_words
boot,boot,boot,n,NA,FALSE,NA,NA,NA
boot,boot,boot,v,NA,FALSE,NA,NA,NA
ice,ice,ice,n,NA,TRUE,23,food_drink,nouns
ice,ice,ice,part,NA,TRUE,23,food_drink,nouns
ice,ice,ice,v,NA,TRUE,23,food_drink,nouns
ice,ice,ice,adj,NA,TRUE,23,food_drink,nouns
no,no,no,qn,NA,TRUE,16,games_routines,other
no,no,no,co,NA,TRUE,16,games_routines,other
no,no,no,neg,NA,TRUE,16,games_routines,other
no,noi,NA,NA,NA,FALSE,NA,NA,NA
octopus,octopus,octopus,n,NA,FALSE,NA,NA,NA
three,three,three,det,num,FALSE,NA,NA,NA
pop,pop,pop,n,NA,FALSE,NA,NA,NA
pop,pop,pop,v,NA,FALSE,NA,NA,NA
pop,pop,pop,part,NA,FALSE,NA,NA,NA
slow,slow,slow,adv,NA,TRUE,28,descriptive_words,adjectives
slow,slow,slow,adj,NA,TRUE,28,descriptive_words,adjectives
mom,mom,mom,n,prop,FALSE,NA,NA,NA
ah,ah,ah,co,NA,FALSE,NA,NA,NA
ah,ah,ah,sing,NA,FALSE,NA,NA,NA
baby,baby,baby,n,NA,TRUE,16,people,other
baby,baby,baby,v,NA,TRUE,16,people,other
blue,blue,blue,adj,NA,TRUE,23,descriptive_words,adjectives
blue,blue,blue,n,NA,TRUE,23,descriptive_words,adjectives
bubble,bubble,bubble,n,NA,FALSE,NA,NA,NA
bubble,bubble,bubble,v,NA,FALSE,NA,NA,NA
hi,hi,hi,co,NA,TRUE,16,games_routines,other
hi,hi,hi,sing,NA,TRUE,16,games_routines,other
mail,mail,mail,n,NA,FALSE,NA,NA,NA
mail,mail,mail,v,NA,FALSE,NA,NA,NA
moo,moo,moo,on,NA,TRUE,16,sounds,other
moo,moo,moo,v,NA,TRUE,16,sounds,other
moo,moo,moo,n,prop,TRUE,16,sounds,other
moo,moo,moo,sing,NA,TRUE,16,sounds,other
moo,moo,moo,part,NA,TRUE,16,sounds,other
oh,oh,oh,co,NA,FALSE,NA,NA,NA
oh,oh,oh,sing,NA,FALSE,NA,NA,NA
oh,oh,oh,n,prop,FALSE,NA,NA,NA
sky,sky,sky,n,NA,TRUE,24,outside,nouns
sky,ski,ski,n,NA,FALSE,NA,NA,NA
there,there,there,adv,NA,TRUE,26,locations,function_words
there,there,there,pro,exist,TRUE,26,locations,function_words
there,there,there,sing,NA,TRUE,26,locations,function_words
this,this,this,pro,dem,TRUE,25,pronouns,function_words
this,this,this,det,dem,TRUE,25,pronouns,function_words
dada,dada,dada,n,prop,FALSE,NA,NA,NA
elmo,elmo,elmo,n,prop,FALSE,NA,NA,NA
i,i,i,n,let,TRUE,24,pronouns,function_words
i,i,i,pro,sub,TRUE,24,pronouns,function_words
i,i,i,sing,NA,TRUE,24,pronouns,function_words
balloon,balloon,balloon,n,NA,TRUE,17,toys,nouns
balloon,balloon,balloon,v,NA,TRUE,17,toys,nouns
balloon,balloon,balloon,part,NA,TRUE,17,toys,nouns
big,big,big,adj,NA,TRUE,22,descriptive_words,adjectives
big,big,big,n,NA,TRUE,22,descriptive_words,adjectives
do,do,do,mod,NA,TRUE,25,helping_verbs,function_words
do,do,do,v,NA,TRUE,25,helping_verbs,function_words
do,do,do,part,NA,TRUE,25,helping_verbs,function_words
do,do,do,n,gerund,TRUE,25,helping_verbs,function_words
do,do,do,sing,NA,TRUE,25,helping_verbs,function_words
dog,dog,dog,n,NA,TRUE,16,animals,nouns
dog,dog,dog,v,NA,TRUE,16,animals,nouns
doggy,doggy,doggy,n,prop,FALSE,NA,NA,NA
is,be,be,aux,NA,TRUE,30,helping_verbs,function_words
is,be,be,cop,NA,TRUE,30,helping_verbs,function_words
is,be,be,part,NA,TRUE,30,helping_verbs,function_words
is,be,be,n,gerund,TRUE,30,helping_verbs,function_words
is,is,is,n,prop,TRUE,28,helping_verbs,function_words
it,it,it,pro,per,TRUE,26,pronouns,function_words
it,it,it,n,prop,TRUE,26,pronouns,function_words
mm,mm,mm,co,NA,FALSE,NA,NA,NA
more,more,more,pro,indef,TRUE,20,quantifiers,function_words
more,more,more,qn,NA,TRUE,20,quantifiers,function_words
more,more,more,adv,NA,TRUE,20,quantifiers,function_words
orange,orange,orange,adj,NA,FALSE,NA,NA,NA
orange,orange,orange,n,NA,FALSE,NA,NA,NA
pull,pull,pull,v,NA,TRUE,26,action_words,verbs
pull,pull,pull,part,NA,TRUE,26,action_words,verbs
pull,pull,pull,n,gerund,TRUE,26,action_words,verbs
that,that,that,pro,dem,TRUE,24,pronouns,function_words
that,that,that,det,dem,TRUE,24,pronouns,function_words
vegetable,vegetable,vegetable,n,NA,FALSE,NA,NA,NA
want,want,want,v,NA,FALSE,NA,NA,NA
want,want,want,part,NA,FALSE,NA,NA,NA
what,what,what,pro,int,TRUE,24,question_words,function_words
what,what,what,det,int,TRUE,24,question_words,function_words
whoa,whoa,whoa,co,NA,FALSE,NA,NA,NA
whoop,whoop,whoop,co,NA,FALSE,NA,NA,NA
whoop,whoop,whoop,n,NA,FALSE,NA,NA,NA
alex,alex,alex,n,prop,FALSE,NA,NA,NA
daddy,daddy,daddy,n,prop,TRUE,16,people,other
boo,boo,boo,co,NA,FALSE,NA,NA,NA
boo,boo,boo,n,NA,FALSE,NA,NA,NA
boo,boo,boo,v,NA,FALSE,NA,NA,NA
boy,boy,boy,n,NA,TRUE,23,people,other
boy,boy,boy,co,NA,TRUE,23,people,other
bunny,bunny,bunny,n,NA,TRUE,20,animals,nouns
bye,bye,bye,co,NA,TRUE,16,games_routines,other
carrying,carry,carry,part,NA,TRUE,25,action_words,verbs
carrying,carry,carry,v,NA,TRUE,25,action_words,verbs
carrying,carry,carry,n,NA,TRUE,25,action_words,verbs
carrying,carrying,NA,NA,NA,FALSE,NA,NA,NA
cookie,cookie,cookie,n,NA,TRUE,18,food_drink,nouns
duckie,duckie,NA,NA,NA,FALSE,NA,NA,NA
eight,eight,eight,det,num,FALSE,NA,NA,NA
go,go,go,v,NA,TRUE,19,action_words,verbs
go,go,go,part,NA,TRUE,19,action_words,verbs
go,go,go,n,gerund,TRUE,19,action_words,verbs
go,go,go,sing,NA,TRUE,19,action_words,verbs
goose,goose,goose,n,NA,TRUE,27,animals,nouns
green,green,green,adj,NA,TRUE,24,descriptive_words,adjectives
green,green,green,n,NA,TRUE,24,descriptive_words,adjectives
green,green,green,v,NA,TRUE,24,descriptive_words,adjectives
hey,hey,hey,co,NA,FALSE,NA,NA,NA
leaf,leaf,leaf,n,NA,FALSE,NA,NA,NA
little,little,little,adj,NA,FALSE,NA,NA,NA
little,little,little,n,prop,FALSE,NA,NA,NA
shh,shh,shh,co,NA,TRUE,19,games_routines,other
sticky,sticky,sticky,n,NA,TRUE,26,descriptive_words,adjectives
towel,towel,towel,n,NA,TRUE,23,household,nouns
towel,towel,towel,v,NA,TRUE,23,household,nouns
yay,yay,yay,co,NA,FALSE,NA,NA,NA
yes,yes,yes,co,NA,TRUE,18,games_routines,other
eye,eye,eye,n,NA,TRUE,17,body_parts,nouns
eye,eye,eye,v,NA,TRUE,17,body_parts,nouns
eye,eye,eye,part,NA,TRUE,17,body_parts,nouns
five,five,five,det,num,FALSE,NA,NA,NA
for,for,for,prep,NA,TRUE,28,locations,function_words
for,for,for,conj,NA,TRUE,28,locations,function_words
for,for,for,n,prop,TRUE,28,locations,function_words
four,four,four,det,num,FALSE,NA,NA,NA
meow,meow,meow,on,NA,TRUE,16,sounds,other
meow,meow,meow,v,NA,TRUE,16,sounds,other
moon,moon,moon,n,NA,TRUE,21,outside,nouns
moon,moon,moon,v,NA,TRUE,21,outside,nouns
over,over,over,adv,NA,TRUE,27,locations,function_words
over,over,over,prep,NA,TRUE,27,locations,function_words
over,over ,NA,NA,NA,FALSE,NA,NA,NA
red,red,red,adj,NA,TRUE,24,descriptive_words,adjectives
red,red,red,n,NA,TRUE,24,descriptive_words,adjectives
seven,seven,seven,det,num,FALSE,NA,NA,NA
six,six,six,det,num,FALSE,NA,NA,NA
yellow,yellow,yellow,adj,NA,TRUE,24,descriptive_words,adjectives
yellow,yellow,yellow,n,NA,TRUE,24,descriptive_words,adjectives
yellow,yellow,yellow,v,NA,TRUE,24,descriptive_words,adjectives
away,away,away,adv,NA,TRUE,27,locations,function_words
but,but,but,conj,NA,TRUE,NA,connecting_words,function_words
did,do,do,mod,NA,TRUE,25,helping_verbs,function_words
did,do,do,v,NA,TRUE,25,helping_verbs,function_words
did,do,do,part,NA,TRUE,25,helping_verbs,function_words
did,do,do,n,gerund,TRUE,25,helping_verbs,function_words
did,do,do,sing,NA,TRUE,25,helping_verbs,function_words
he,he,he,pro,sub,TRUE,28,pronouns,function_words
he,he,he,sing,NA,TRUE,28,pronouns,function_words
honey,honey,honey,n,NA,FALSE,NA,NA,NA
honey,honey,honey,co,NA,FALSE,NA,NA,NA
my,my,my,co,NA,TRUE,25,pronouns,function_words
my,my,my,det,poss,TRUE,25,pronouns,function_words
ow,owie,ow,co,NA,TRUE,19,body_parts,nouns
quack,quack quack,quack,n,NA,TRUE,17,sounds,other
take,take,take,v,NA,TRUE,27,action_words,verbs
take,take,take,part,NA,TRUE,27,action_words,verbs
take,take,take,n,gerund,TRUE,27,action_words,verbs
take,take ,NA,NA,NA,FALSE,NA,NA,NA
tweet,tweet,tweet,on,NA,FALSE,NA,NA,NA
tweet,tweet,tweet,v,NA,FALSE,NA,NA,NA
tweet,tweet,tweet,adj,NA,FALSE,NA,NA,NA
where,where,where,adv,int,FALSE,NA,NA,NA
where,where,where,pro,rel,FALSE,NA,NA,NA
woof,woof woof,woof,on,NA,TRUE,16,sounds,other
woof,woof woof,woof,v,NA,TRUE,16,sounds,other
woof,woof woof,woof,adj,NA,TRUE,16,sounds,other
all,all,all,post,NA,TRUE,27,quantifiers,function_words
all,all,all,adv,NA,TRUE,27,quantifiers,function_words
all,all,all,pro,indef,TRUE,27,quantifiers,function_words
all,all,all,qn,NA,TRUE,27,quantifiers,function_words
and,and,and,coord,NA,TRUE,27,connecting_words,function_words
balloons,balloon,balloon,n,NA,TRUE,17,toys,nouns
balloons,balloon,balloon,v,NA,TRUE,17,toys,nouns
balloons,balloon,balloon,part,NA,TRUE,17,toys,nouns
balloons,balloons,NA,NA,NA,FALSE,NA,NA,NA
gone,go,go,v,NA,TRUE,19,action_words,verbs
gone,go,go,part,NA,TRUE,19,action_words,verbs
gone,go,go,n,gerund,TRUE,19,action_words,verbs
gone,go,go,sing,NA,TRUE,19,action_words,verbs
purple,purple,purple,adj,NA,FALSE,NA,NA,NA
purple,purple,purple,n,NA,FALSE,NA,NA,NA
purple,purple,purple,adv,NA,FALSE,NA,NA,NA
shaker,shaker,NA,NA,NA,FALSE,NA,NA,NA
sorry,sorry,sorry,co,NA,FALSE,NA,NA,NA
sorry,sorry,sorry,adj,NA,FALSE,NA,NA,NA
spoon,spoon,spoon,n,NA,TRUE,20,household,nouns
spoon,spoon,spoon,v,NA,TRUE,20,household,nouns
ten,ten,ten,det,num,FALSE,NA,NA,NA
yeah,yeah,yeah,co,NA,FALSE,NA,NA,NA
gigi,gigi,gigi,n,prop,FALSE,NA,NA,NA
achoo,achoo,achoo,co,NA,FALSE,NA,NA,NA
apple,apple,apple,n,NA,TRUE,18,food_drink,nouns
bear,bear,bear,n,NA,TRUE,19,animals,nouns
bear,bear,bear,v,NA,TRUE,19,animals,nouns
dinosaur,dinosaur,dinosaur,n,NA,FALSE,NA,NA,NA
up,up,up,adv,NA,TRUE,19,locations,function_words
up,up,up,prep,NA,TRUE,19,locations,function_words
up,up,up,n,prop,TRUE,19,locations,function_words
about,about,about,prep,NA,TRUE,NA,locations,function_words
about,about,about,adv,NA,TRUE,NA,locations,function_words
boots,boot,boot,n,NA,FALSE,NA,NA,NA
boots,boot,boot,v,NA,FALSE,NA,NA,NA
down,down,down,adv,NA,TRUE,20,locations,function_words
down,down,down,prep,NA,TRUE,20,locations,function_words
down,down,down,n,NA,TRUE,20,locations,function_words
down,down,down,v,NA,TRUE,20,locations,function_words
egg,egg,egg,n,NA,TRUE,22,food_drink,nouns
egg,egg,egg,adj,NA,TRUE,22,food_drink,nouns
how,how,how,adv,int,TRUE,29,question_words,function_words
teeth,tooth,tooth,n,NA,TRUE,22,body_parts,nouns
thank,thank,thank,v,NA,FALSE,NA,NA,NA
thank,thank,thank,co,NA,FALSE,NA,NA,NA
thank,thank,thank,n,NA,FALSE,NA,NA,NA
the,the,the,det,art,TRUE,27,quantifiers,function_words
the,the,the,n,prop,TRUE,27,quantifiers,function_words
the,the,the,sing,NA,TRUE,27,quantifiers,function_words
toy,toy,toy,n,NA,FALSE,NA,NA,NA
toy,toy,toy,v,NA,FALSE,NA,NA,NA
turtle,turtle,turtle,n,NA,TRUE,23,animals,nouns
twelve,twelve,twelve,det,num,FALSE,NA,NA,NA
you,you,you,pro,per,TRUE,24,pronouns,function_words
ma,ma,ma,n,prop,FALSE,NA,NA,NA
ma,ma,ma,bab,NA,FALSE,NA,NA,NA
another,another,another,qn,NA,TRUE,28,quantifiers,function_words
another,another,another,pro,indef,TRUE,28,quantifiers,function_words
bird,bird,bird,n,NA,TRUE,17,animals,nouns
bird,bird,bird,adj,NA,TRUE,17,animals,nouns
boat,boat,boat,n,NA,TRUE,21,vehicles,nouns
chair,chair,chair,n,NA,TRUE,21,furniture_rooms,nouns
don't,don t ,NA,NA,NA,FALSE,NA,NA,NA
don't,don t,NA,NA,NA,FALSE,NA,NA,NA
flowers,flower,flower,n,NA,TRUE,21,outside,nouns
flowers,flower,flower,v,NA,TRUE,21,outside,nouns
frog,frog,frog,n,NA,TRUE,22,animals,nouns
frog,frog,frog,part,NA,TRUE,22,animals,nouns
let,let,let,v,NA,FALSE,NA,NA,NA
let,let,let,part,NA,FALSE,NA,NA,NA
let,let,let,n,gerund,FALSE,NA,NA,NA
listen,listen,listen,v,NA,TRUE,28,action_words,verbs
listen,listen,listen,part,NA,TRUE,28,action_words,verbs
look,look,look,co,NA,TRUE,24,action_words,verbs
look,look,look,v,NA,TRUE,24,action_words,verbs
look,look,look,cop,NA,TRUE,24,action_words,verbs
look,look,look,part,NA,TRUE,24,action_words,verbs
look,look,look,n,gerund,TRUE,24,action_words,verbs
me,me,me,pro,obj,TRUE,22,pronouns,function_words
plane,plane,plane,n,NA,FALSE,NA,NA,NA
plane,plane,plane,v,NA,FALSE,NA,NA,NA
please,please,please,co,NA,TRUE,19,games_routines,other
please,please,please,v,NA,TRUE,19,games_routines,other
please,please,please,adj,NA,TRUE,19,games_routines,other
pumpkin,pumpkin,pumpkin,n,NA,TRUE,25,food_drink,nouns
right,right,right,adv,NA,FALSE,NA,NA,NA
right,right,right,co,NA,FALSE,NA,NA,NA
right,right,right,adj,NA,FALSE,NA,NA,NA
right,right,right,n,NA,FALSE,NA,NA,NA
see,see,see,v,NA,TRUE,23,action_words,verbs
see,see,see,co,NA,TRUE,23,action_words,verbs
see,see,see,part,NA,TRUE,23,action_words,verbs
smooth,smooth,smooth,adj,NA,FALSE,NA,NA,NA
smooth,smooth,smooth,n,NA,FALSE,NA,NA,NA
star,star,star,n,NA,TRUE,22,outside,nouns
star,star,star,adj,NA,TRUE,22,outside,nouns
star,star,star,v,NA,TRUE,22,outside,nouns
those,those,those,pro,dem,TRUE,30,pronouns,function_words
those,those,those,det,dem,TRUE,30,pronouns,function_words
to,to,to,prep,NA,TRUE,27,locations,function_words
to,to,to,inf,NA,TRUE,27,locations,function_words
under,under,under,prep,NA,TRUE,26,locations,function_words
under,under,under,adv,NA,TRUE,26,locations,function_words
was,be,be,aux,NA,TRUE,30,helping_verbs,function_words
was,be,be,cop,NA,TRUE,30,helping_verbs,function_words
was,be,be,part,NA,TRUE,30,helping_verbs,function_words
was,be,be,n,gerund,TRUE,30,helping_verbs,function_words
was,was,NA,NA,NA,TRUE,30,helping_verbs,function_words
whale,whale,whale,n,NA,FALSE,NA,NA,NA
bibi,bibi,bibi,n,prop,FALSE,NA,NA,NA
bibi,bibi,bibi,bab,NA,FALSE,NA,NA,NA
around,around,around,prep,NA,TRUE,29,locations,function_words
around,around,around,adv,NA,TRUE,29,locations,function_words
birdie,birdie,birdie,n,prop,FALSE,NA,NA,NA
bowl,bowl,bowl,n,NA,TRUE,23,household,nouns
bowl,bowl,bowl,part,NA,TRUE,23,household,nouns
car,car,car,n,NA,TRUE,18,vehicles,nouns
dice,dice,dice,v,NA,FALSE,NA,NA,NA
give,give,give,v,NA,TRUE,25,action_words,verbs
give,give,give,part,NA,TRUE,25,action_words,verbs
give,give,give,n,gerund,TRUE,25,action_words,verbs
happy,happy,happy,adj,NA,TRUE,24,descriptive_words,adjectives
happy,happy,happy,adv,NA,TRUE,24,descriptive_words,adjectives
happy,happy,happy,n,prop,TRUE,24,descriptive_words,adjectives
help,help,help,v,NA,TRUE,23,action_words,verbs
help,help,help,n,NA,TRUE,23,action_words,verbs
help,help,help,co,NA,TRUE,23,action_words,verbs
help,help,help,part,NA,TRUE,23,action_words,verbs
here,here,here,adv,NA,TRUE,25,locations,function_words
here,here,here,pro,exist,TRUE,25,locations,function_words
hits,hit,hit,v,NA,TRUE,24,action_words,verbs
hits,hit,hit,part,NA,TRUE,24,action_words,verbs
hits,hit,hit,n,NA,TRUE,24,action_words,verbs
hm,hm,hm,co,NA,FALSE,NA,NA,NA
hurt,hurt,hurt,v,NA,FALSE,NA,NA,NA
hurt,hurt,hurt,part,NA,FALSE,NA,NA,NA
hurt,hurt,hurt,n,gerund,FALSE,NA,NA,NA
juice,juice,juice,n,NA,TRUE,17,food_drink,nouns
juice,juice,juice,adj,NA,TRUE,17,food_drink,nouns
juice,juice,juice,v,NA,TRUE,17,food_drink,nouns
magazine,magazine,magazine,n,NA,FALSE,NA,NA,NA
milk,milk,milk,n,NA,TRUE,18,food_drink,nouns
milk,milk,milk,v,NA,TRUE,18,food_drink,nouns
milk,milk,milk,adj,NA,TRUE,18,food_drink,nouns
milk,milk,milk,part,NA,TRUE,18,food_drink,nouns
need,need,need,v,NA,TRUE,28,helping_verbs,function_words
need,need,need,part,NA,TRUE,28,helping_verbs,function_words
okay,okay,okay,co,NA,FALSE,NA,NA,NA
okay,okay,okay,adj,NA,FALSE,NA,NA,NA
on,on,on,prep,NA,TRUE,22,locations,function_words
on,on,on,adv,NA,TRUE,22,locations,function_words
on,on,on,n,NA,TRUE,22,locations,function_words
on,on,+on,n,NA,TRUE,22,locations,function_words
on,on,+on,on,NA,TRUE,22,locations,function_words
on,on,+on,v,NA,TRUE,22,locations,function_words
other,other,other,qn,NA,TRUE,28,quantifiers,function_words
other,other,other,pro,indef,TRUE,28,quantifiers,function_words
other,others,others,n,pt,FALSE,NA,NA,NA
out,out,out,adv,NA,TRUE,22,locations,function_words
out,out,out,prep,NA,TRUE,22,locations,function_words
out,out,out,n,NA,TRUE,22,locations,function_words
pee,pee,pee,n,NA,FALSE,NA,NA,NA
pee,pee,pee,v,NA,FALSE,NA,NA,NA
pee,pee,pee,part,NA,FALSE,NA,NA,NA
poo,poo,poo,co,NA,FALSE,NA,NA,NA
poo,poo,poo,n,NA,FALSE,NA,NA,NA
rainbow,rainbow,rain+bow,n,NA,FALSE,NA,NA,NA
she,she,she,pro,sub,TRUE,29,pronouns,function_words
sure,sure,sure,adj,NA,FALSE,NA,NA,NA
sure,sure,sure,adv,NA,FALSE,NA,NA,NA
us,us,us,pro,obj,TRUE,NA,pronouns,function_words
use,use,use,v,NA,FALSE,NA,NA,NA
use,use,use,n,NA,FALSE,NA,NA,NA
use,use,use,part,NA,FALSE,NA,NA,NA
way,way,way,n,NA,FALSE,NA,NA,NA
way,way,way,adv,NA,FALSE,NA,NA,NA
we,we,we,pro,sub,TRUE,29,pronouns,function_words
whisk,whisk,whisk,v,NA,FALSE,NA,NA,NA
ya,you,you,pro,per,TRUE,24,pronouns,function_words
ya,ya,NA,NA,NA,FALSE,NA,NA,NA
your,your,your,det,poss,TRUE,29,pronouns,function_words
cut,cut,cut,n,NA,TRUE,26,action_words,verbs
cut,cut,cut,v,NA,TRUE,26,action_words,verbs
cut,cut,cut,part,NA,TRUE,26,action_words,verbs
dirty,dirty,dirty,v,NA,TRUE,22,descriptive_words,adjectives
elephant,elephant,elephant,n,NA,TRUE,23,animals,nouns
know,know,know,v,NA,FALSE,NA,NA,NA
know,know,know,part,NA,FALSE,NA,NA,NA
like,like,like,v,NA,FALSE,NA,NA,NA
like,like,like,prep,NA,FALSE,NA,NA,NA
like,like,like,co,NA,FALSE,NA,NA,NA
like,like,like,conj,NA,FALSE,NA,NA,NA
like,like,like,part,NA,FALSE,NA,NA,NA
mine,mine,mine,pro,poss,TRUE,20,pronouns,function_words
mine,mine,mine,n,NA,TRUE,20,pronouns,function_words
new,new,new,adj,NA,TRUE,28,descriptive_words,adjectives
new,new,new,n,prop,TRUE,28,descriptive_words,adjectives
polar,polar,polar,adj,NA,FALSE,NA,NA,NA
shirt,shirt,shirt,n,NA,TRUE,22,clothing,nouns
zoo,zoo,zoo,n,NA,TRUE,26,places,other
lollipop,lollipop,lollipop,n,NA,TRUE,27,food_drink,nouns
gi,gi,gi,n,prop,FALSE,NA,NA,NA
momma,momma,momma,n,prop,FALSE,NA,NA,NA
poe,poe,poe,n,prop,FALSE,NA,NA,NA
cheese,cheese,cheese,n,NA,TRUE,18,food_drink,nouns
cheese,cheese,cheese,adj,NA,TRUE,18,food_drink,nouns
grilled,grilled,NA,NA,NA,FALSE,NA,NA,NA
grilled,grill,grill,part,NA,FALSE,NA,NA,NA
grilled,grill,grill,v,NA,FALSE,NA,NA,NA
in,in,in,prep,NA,TRUE,24,locations,function_words
in,in,in,adv,NA,TRUE,24,locations,function_words
in,in is,NA,NA,NA,FALSE,NA,NA,NA
nine,nine,nine,det,num,FALSE,NA,NA,NA
nobody,nobody,nobody,pro,indef,FALSE,NA,NA,NA
steam,steam,steam,n,NA,FALSE,NA,NA,NA
steam,steam,steam,part,NA,FALSE,NA,NA,NA
train,train,train,n,NA,TRUE,21,vehicles,nouns
train,train,train,v,NA,TRUE,21,vehicles,nouns
train,train,train,part,NA,TRUE,21,vehicles,nouns
r,xx r,NA,NA,NA,FALSE,NA,NA,NA
s,s,s,n,let,FALSE,NA,NA,NA
s,s,s,poss,NA,FALSE,NA,NA,NA
s,be,be,aux,NA,TRUE,30,helping_verbs,function_words
s,be,be,cop,NA,TRUE,30,helping_verbs,function_words
s,be,be,part,NA,TRUE,30,helping_verbs,function_words
s,be,be,n,gerund,TRUE,30,helping_verbs,function_words
u,u,u,n,let,FALSE,NA,NA,NA
v,xx v,NA,NA,NA,FALSE,NA,NA,NA
w,w,w,n,prop,FALSE,NA,NA,NA
x,x,x,n,let,FALSE,NA,NA,NA
x,x,x,part,NA,FALSE,NA,NA,NA
y,y,y,n,let,FALSE,NA,NA,NA
circle,circle,circle,n,NA,FALSE,NA,NA,NA
circle,circle,circle,v,NA,FALSE,NA,NA,NA
pieces,piece,piece,n,NA,FALSE,NA,NA,NA
pieces,piece,piece,v,NA,FALSE,NA,NA,NA
prize,prize,prize,n,NA,FALSE,NA,NA,NA
prize,prize,prize,v,NA,FALSE,NA,NA,NA
puppy,puppy,puppy,n,NA,TRUE,21,animals,nouns
puzzle,puzzle,puzzle,n,NA,TRUE,24,toys,nouns
puzzle,puzzle,puzzle,v,NA,TRUE,24,toys,nouns
d,d,d,n,let,FALSE,NA,NA,NA
h,h,h,n,let,FALSE,NA,NA,NA
j,xx j,NA,NA,NA,FALSE,NA,NA,NA
k,k,k,n,let,FALSE,NA,NA,NA
m,m,m,n,let,FALSE,NA,NA,NA
n,xx n,NA,NA,NA,FALSE,NA,NA,NA
o,o,o,n,let,FALSE,NA,NA,NA
p,xx p,NA,NA,NA,FALSE,NA,NA,NA
t,t,t,n,let,FALSE,NA,NA,NA
beep,beep,beep,n,NA,FALSE,NA,NA,NA
beep,beep,beep,v,NA,FALSE,NA,NA,NA
beep,beep,beep,part,NA,FALSE,NA,NA,NA
broke,break,break,v,NA,TRUE,25,action_words,verbs
broke,break,break,part,NA,TRUE,25,action_words,verbs
broke,broke,broke,adj,NA,FALSE,NA,NA,NA
broke,broke,broke,n,adj,FALSE,NA,NA,NA
buddy,buddy,buddy,n,NA,FALSE,NA,NA,NA
can,can,can,mod,NA,FALSE,NA,NA,NA
can,can,can,n,NA,FALSE,NA,NA,NA
cars,car,car,n,NA,TRUE,18,vehicles,nouns
cars,cars,NA,NA,NA,FALSE,NA,NA,NA
fork,fork,fork,n,NA,TRUE,22,household,nouns
play,play,play,n,NA,TRUE,23,action_words,verbs
play,play,play,v,NA,TRUE,23,action_words,verbs
play,play,play,part,NA,TRUE,23,action_words,verbs
wet,wet,wet,part,NA,FALSE,NA,NA,NA
wet,wet,wet,adj,NA,FALSE,NA,NA,NA
wet,wet,wet,v,NA,FALSE,NA,NA,NA
a,a a,NA,NA,NA,FALSE,NA,NA,NA
b,b,b,n,let,FALSE,NA,NA,NA
c,c,c,n,let,FALSE,NA,NA,NA
an,a,a,det,art,TRUE,27,quantifiers,function_words
an,a,a,det,art,TRUE,NA,quantifiers,function_words
an,a,a,n,let,TRUE,27,quantifiers,function_words
an,a,a,n,let,TRUE,NA,quantifiers,function_words
an,a,a,on,NA,TRUE,27,quantifiers,function_words
